0	0.5247022774251392
1	0.492324023578974
2	0.4747983585678717
3	0.45633453968584664
4	0.4408524439714057
5	0.42443591130295744
6	0.4111569126114973
7	0.4023717318220427
8	0.3959750475953113
9	0.39122912325463105
10	0.38716208753369374
11	0.38266632935578854
12	0.38028475428281916
13	0.377721990092299
14	0.3753503954311981
15	0.37371493683555107
16	0.3713241222194599
17	0.36972354416965514
18	0.36778227955543347
19	0.3667406076427751
20	0.3652550957672282
21	0.3656320031640565
22	0.3644139559324739
23	0.3631883433572345
24	0.3622586435777968
25	0.3614925223492469
26	0.3609861063231556
27	0.3607944385695843
28	0.3602888333669521
29	0.35924854688477464
30	0.3598534719078663
31	0.35956752228954997
32	0.35917152157662874
33	0.35879579196925904
34	0.35833669063241275
