0	0.5606656820735488
1	0.5913636145207515
2	0.6898155386581294
3	0.6951175154534802
4	0.6783804546184392
5	0.6536858485438806
6	0.7037993341495586
7	0.7296853148123481
8	0.7734317014244222
9	0.787036817754179
10	0.7540106967374693
11	0.7522153787257216
12	0.6798310666269689
13	0.6533565973413402
14	0.64751330734264
15	0.6362272097475506
16	0.6366833488468047
17	0.6366105101567435
18	0.6365250726240274
19	0.6364882541931824
20	0.7190694468886311
21	0.6729378461271504
22	0.6568357477739275
23	0.6435486000348446
24	0.6511597669015545
25	0.6405630805264217
26	0.6379673844236123
27	0.6354342831389154
28	0.6359208400802324
29	0.6356782142668018
